BillNo;Itemname;Quantity;Price;CustomerID;
2463;Cheese;2;4.53;74209;
2463;Cereal;5;6.12;74209;
2464;Tea;5;7.24;84296;
2464;Eggs;4;3.21;84296;
2464;Apples;1;7.33;84296;
2464;Tomatoes;4;1.53;84296;
2464;Juice;2;4.71;84296;
2464;Coffee;3;3.22;84296;
2464;Sugar;1;7.35;84296;
2465;Tomatoes;4;3.42;66558;
2465;Potatoes;5;8.05;66558;
2465;Cheese;2;6.37;66558;
2465;Chicken;2;8.50;66558;
2465;Onions;1;8.18;66558;
2466;Oranges;3;5.23;75822;
2466;Apples;1;6.96;75822;
2466;Milk;2;4.41;75822;
2466;Bananas;4;7.33;75822;
2467;Sugar;2;6.38;90589;
2467;Butter;2;8.95;90589;
2467;Coffee;3;4.81;90589;
2468;Sugar;3;4.59;15370;
2468;Butter;3;8.40;15370;
2468;Bread;4;7.67;15370;
2468;Coffee;4;2.14;15370;
2469;Cereal;4;5.69;82049;
2469;Milk;5;1.01;82049;
2469;Bananas;2;7.03;82049;
2469;Juice;3;8.25;82049;
2469;Oranges;3;2.42;82049;
2469;Bread;1;6.25;82049;
2469;Apples;1;1.28;82049;
2469;Onions;5;8.69;82049;
2470;Eggs;1;9.83;98366;
2470;Tomatoes;2;7.16;98366;
2470;Bananas;3;5.63;98366;
2470;Milk;2;4.23;98366;
2470;Potatoes;1;6.66;98366;
2470;Onions;1;1.84;98366;
2470;Cereal;4;2.60;98366;
2471;Sugar;1;1.97;19306;
2471;Yogurt;2;1.82;19306;
2471;Coffee;1;2.89;19306;
2471;Tea;3;3.96;19306;
2471;Milk;4;7.06;19306;
2472;Cereal;4;4.70;45355;
2472;Bananas;4;9.87;45355;
2472;Yogurt;3;4.53;45355;
2472;Milk;1;1.04;45355;
2473;Bread;2;6.27;23408;
2473;Butter;2;2.97;23408;
2473;Coffee;3;1.79;23408;
2474;Bread;2;9.70;81423;
2474;Sugar;1;3.99;81423;
2474;Butter;3;5.95;81423;
2474;Cheese;5;6.27;81423;
2474;Coffee;3;3.60;81423;
2475;Chicken;2;3.47;80191;
2475;Bananas;3;8.15;80191;
2475;Yogurt;4;4.01;80191;
2475;Apples;4;6.77;80191;
2475;Juice;2;6.88;80191;
2475;Onions;1;5.90;80191;
2475;Tomatoes;4;2.37;80191;
2475;Eggs;2;9.59;80191;
2476;Butter;2;3.77;90735;
2476;Tea;5;2.96;90735;
2476;Sugar;2;1.54;90735;
2476;Bread;5;2.33;90735;
2476;Coffee;4;9.86;90735;
2477;Milk;1;3.50;82614;
2477;Bananas;4;2.61;82614;
2477;Cereal;1;5.34;82614;
2478;Pasta;5;8.12;21615;
2478;Cheese;5;5.13;21615;
2478;Tomatoes;4;2.36;21615;
2478;Juice;4;1.69;21615;
2478;Oranges;5;6.84;21615;
2478;Bread;4;7.40;21615;
2479;Chicken;5;8.57;10060;
2479;Tomatoes;5;5.30;10060;
2479;Potatoes;5;8.69;10060;
2480;Sugar;3;2.11;25206;
2480;Bread;2;2.35;25206;
2480;Butter;3;3.66;25206;
2480;Coffee;3;8.10;25206;
2481;Eggs;2;1.99;78089;
2481;Milk;2;6.29;78089;
2481;Cheese;2;7.37;78089;
2481;Bananas;5;8.94;78089;
2481;Cereal;2;9.85;78089;
2482;Milk;3;9.10;93518;
2482;Cereal;4;1.23;93518;
2482;Yogurt;2;3.67;93518;
2482;Tea;5;1.62;93518;
2482;Butter;4;8.45;93518;
2482;Bananas;2;1.49;93518;
2482;Eggs;1;8.97;93518;
2483;Tea;1;5.35;98336;
2483;Coffee;5;1.62;98336;
2483;Sugar;5;1.02;98336;
2484;Eggs;1;2.11;13738;
2484;Cheese;5;3.93;13738;
2484;Onions;4;7.32;13738;
2484;Pasta;3;7.93;13738;
2484;Butter;2;6.72;13738;
2484;Tomatoes;3;6.93;13738;
2484;Chicken;2;8.75;13738;
2484;Apples;1;8.41;13738;
2485;Coffee;2;8.74;13861;
2485;Bread;1;6.05;13861;
2485;Onions;5;3.67;13861;
2485;Oranges;2;7.74;13861;
2485;Sugar;3;4.16;13861;
2485;Butter;3;8.66;13861;
2486;Yogurt;4;7.61;80826;
2486;Juice;1;3.40;80826;
2486;Eggs;5;6.85;80826;
2486;Apples;1;2.78;80826;
2486;Bananas;4;6.18;80826;
2486;Potatoes;1;5.21;80826;
2486;Tea;1;3.76;80826;
2486;Oranges;2;1.16;80826;
2487;Sugar;2;8.12;17155;
2487;Bread;4;6.91;17155;
2487;Yogurt;5;7.32;17155;
2487;Butter;5;8.58;17155;
2487;Coffee;4;1.70;17155;
2488;Tomatoes;2;7.31;68602;
2488;Pasta;5;1.32;68602;
2488;Cheese;5;5.51;68602;
2488;Oranges;2;2.18;68602;
2488;Tea;2;3.32;68602;
2488;Butter;5;5.31;68602;
2489;Oranges;5;8.00;46166;
2489;Milk;3;3.77;46166;
2489;Apples;3;5.32;46166;
2489;Pasta;5;8.45;46166;
2489;Bread;1;1.28;46166;
2489;Bananas;4;1.27;46166;
2489;Sugar;3;9.55;46166;
2490;Pasta;3;7.82;60885;
2490;Cheese;3;6.58;60885;
2490;Coffee;5;5.24;60885;
2490;Oranges;2;1.03;60885;
2490;Tomatoes;2;7.59;60885;
2491;Cheese;3;8.91;12637;
2491;Tomatoes;4;4.31;12637;
2491;Eggs;1;9.45;12637;
2491;Pasta;2;6.23;12637;
2492;Coffee;4;3.37;77530;
2492;Sugar;5;3.58;77530;
2492;Apples;3;8.38;77530;
2492;Potatoes;3;7.30;77530;
2492;Pasta;5;5.01;77530;
2492;Milk;4;4.37;77530;
2492;Cereal;5;3.64;77530;
2492;Tea;3;1.90;77530;
2493;Bread;1;3.17;39826;
2493;Onions;1;1.39;39826;
2493;Sugar;5;8.09;39826;
2493;Chicken;2;8.01;39826;
2493;Butter;2;1.38;39826;
2493;Tomatoes;5;1.45;39826;
2493;Coffee;5;4.05;39826;
2493;Apples;3;4.07;39826;
2494;Pasta;5;3.45;35752;
2494;Butter;5;5.84;35752;
2494;Sugar;2;4.87;35752;
2494;Coffee;2;7.38;35752;
2494;Bread;1;5.53;35752;
2495;Sugar;4;7.78;20631;
2495;Apples;4;2.52;20631;
2495;Tomatoes;1;1.09;20631;
2495;Pasta;1;4.41;20631;
2495;Cheese;2;5.38;20631;
2495;Cereal;1;4.52;20631;
2496;Cereal;5;1.57;49141;
2496;Milk;3;2.14;49141;
2496;Bananas;4;1.19;49141;
2497;Oranges;5;1.71;24222;
2497;Apples;1;9.96;24222;
2497;Bananas;5;8.60;24222;
2498;Bananas;5;6.57;96178;
2498;Bread;3;5.24;96178;
2498;Juice;3;9.66;96178;
2498;Yogurt;2;8.25;96178;
2498;Apples;5;7.45;96178;
2499;Apples;1;4.70;61733;
2499;Bananas;1;8.91;61733;
2499;Oranges;4;7.28;61733;
2500;Coffee;1;8.98;41786;
2500;Apples;4;9.44;41786;
2500;Butter;1;6.79;41786;
2500;Tea;4;6.43;41786;
2500;Milk;5;5.36;41786;
2500;Sugar;4;5.64;41786;
2501;Bread;5;9.15;79779;
2501;Bananas;2;2.60;79779;
2501;Oranges;4;1.09;79779;
2501;Chicken;5;8.28;79779;
2501;Pasta;2;6.42;79779;
2501;Eggs;3;8.60;79779;
2501;Apples;5;9.62;79779;
2502;Oranges;4;2.16;72089;
2502;Bananas;4;1.67;72089;
2502;Apples;4;3.33;72089;
2503;Coffee;5;5.08;67285;
2503;Tea;1;6.11;67285;
2503;Sugar;1;2.73;67285;
2504;Sugar;2;3.91;43293;
2504;Bananas;4;2.16;43293;
2504;Yogurt;4;4.56;43293;
2504;Cheese;1;7.66;43293;
2504;Juice;1;6.78;43293;
2504;Apples;3;9.07;43293;
2505;Milk;4;6.14;59782;
2505;Tea;1;9.58;59782;
2505;Potatoes;1;1.00;59782;
2505;Coffee;4;9.75;59782;
2505;Onions;3;7.05;59782;
2505;Chicken;4;1.33;59782;
2505;Tomatoes;1;5.64;59782;
2505;Bananas;4;3.64;59782;
2506;Butter;1;9.32;29174;
2506;Bread;1;9.40;29174;
2506;Potatoes;4;3.46;29174;
2506;Pasta;3;9.64;29174;
2506;Cereal;1;1.18;29174;
2506;Sugar;3;8.66;29174;
2506;Coffee;1;6.67;29174;
2506;Milk;4;7.43;29174;
2507;Bananas;2;4.16;58588;
2507;Coffee;4;5.60;58588;
2507;Cereal;2;2.72;58588;
2507;Oranges;2;6.67;58588;
2507;Bread;4;2.77;58588;
2507;Yogurt;3;9.76;58588;
2507;Milk;2;1.51;58588;
2508;Oranges;2;7.74;65328;
2508;Bread;3;5.33;65328;
2508;Bananas;1;2.83;65328;
2508;Apples;4;3.35;65328;
2508;Cereal;5;3.74;65328;
2508;Juice;4;2.91;65328;
2509;Tomatoes;2;1.69;29764;
2509;Apples;4;3.64;29764;
2509;Coffee;3;8.32;29764;
2509;Tea;2;6.39;29764;
2509;Cheese;2;3.99;29764;
2509;Oranges;4;5.37;29764;
2509;Pasta;5;2.11;29764;
2509;Bananas;3;2.04;29764;
2510;Bananas;2;4.75;30126;
2510;Yogurt;2;7.20;30126;
2510;Apples;1;6.25;30126;
2511;Tea;4;1.53;11793;
2511;Coffee;1;2.62;11793;
2511;Sugar;3;1.27;11793;
2512;Sugar;1;5.28;85412;
2512;Tea;4;8.48;85412;
2512;Coffee;2;9.91;85412;
2513;Tomatoes;5;7.63;55051;
2513;Cheese;1;2.55;55051;
2513;Potatoes;2;5.89;55051;
2513;Pasta;3;9.56;55051;
2514;Apples;3;8.07;30221;
2514;Tea;1;3.79;30221;
2514;Yogurt;3;9.73;30221;
2514;Bananas;4;6.57;30221;
2514;Milk;5;7.79;30221;
2514;Bread;2;6.35;30221;
2515;Butter;5;2.63;25957;
2515;Cereal;5;1.70;25957;
2515;Cheese;1;7.36;25957;
2515;Milk;4;7.14;25957;
2515;Bananas;1;7.92;25957;
2515;Bread;2;3.28;25957;
2516;Yogurt;2;1.04;88129;
2516;Apples;5;2.78;88129;
2516;Bananas;4;8.51;88129;
2516;Cheese;5;3.52;88129;
2516;Sugar;4;1.01;88129;
2516;Butter;1;9.75;88129;
2517;Onions;5;7.22;76983;
2517;Tomatoes;3;7.62;76983;
2517;Oranges;5;2.48;76983;
2517;Chicken;5;1.03;76983;
2517;Apples;2;8.90;76983;
2517;Potatoes;5;4.47;76983;
2517;Sugar;5;4.64;76983;
2518;Cheese;5;5.58;67368;
2518;Butter;2;6.62;67368;
2518;Bread;1;2.88;67368;
2518;Sugar;4;1.72;67368;
2518;Coffee;3;5.69;67368;
2518;Bananas;4;7.45;67368;
2519;Chicken;1;5.37;87929;
2519;Apples;2;7.49;87929;
2519;Bananas;4;7.22;87929;
2519;Oranges;1;4.33;87929;
2520;Coffee;3;4.68;49044;
2520;Bread;2;3.64;49044;
2520;Eggs;1;2.68;49044;
2520;Butter;1;1.17;49044;
2520;Sugar;3;5.72;49044;
2521;Chicken;4;5.74;53918;
2521;Onions;1;2.95;53918;
2521;Potatoes;2;5.03;53918;
2521;Pasta;4;8.70;53918;
2521;Tomatoes;4;3.47;53918;
2522;Potatoes;2;8.45;32202;
2522;Oranges;3;4.02;32202;
2522;Bananas;5;3.55;32202;
2522;Butter;3;2.77;32202;
2522;Tomatoes;1;2.66;32202;
2522;Apples;3;5.78;32202;
2523;Coffee;4;2.94;57633;
2523;Yogurt;2;9.88;57633;
2523;Pasta;2;1.77;57633;
2523;Sugar;5;6.72;57633;
2523;Cheese;4;2.01;57633;
2523;Apples;1;7.76;57633;
2523;Bananas;4;4.02;57633;
2523;Cereal;3;2.93;57633;
2524;Potatoes;3;5.46;98862;
2524;Tomatoes;2;6.48;98862;
2524;Juice;3;9.88;98862;
2524;Chicken;1;3.16;98862;
2524;Onions;5;9.24;98862;
2525;Potatoes;2;5.41;97092;
2525;Bananas;4;5.68;97092;
2525;Onions;5;8.69;97092;
2525;Tomatoes;4;1.26;97092;
2525;Butter;5;4.98;97092;
2525;Chicken;1;1.33;97092;
2525;Oranges;2;3.17;97092;
2526;Cereal;3;7.46;12247;
2526;Tea;5;2.37;12247;
2526;Bananas;3;6.99;12247;
2526;Milk;3;3.25;12247;
2527;Milk;4;4.61;58040;
2527;Bananas;2;9.08;58040;
2527;Potatoes;3;4.49;58040;
2527;Cereal;1;4.16;58040;
2528;Bread;5;7.21;33463;
2528;Apples;3;8.69;33463;
2528;Milk;1;7.58;33463;
2528;Coffee;3;9.16;33463;
2528;Sugar;4;4.47;33463;
2528;Butter;3;4.11;33463;
2528;Tomatoes;5;1.62;33463;
2529;Pasta;1;1.99;95751;
2529;Cheese;5;6.84;95751;
2529;Tomatoes;1;8.10;95751;
2530;Cheese;2;2.06;66642;
2530;Bread;3;5.52;66642;
2530;Sugar;2;4.57;66642;
2530;Coffee;1;6.18;66642;
2530;Butter;2;1.38;66642;
2531;Butter;5;5.48;78682;
2531;Bread;5;7.96;78682;
2531;Sugar;1;5.12;78682;
2531;Coffee;2;3.62;78682;
2531;Potatoes;4;7.14;78682;
2532;Sugar;5;9.13;32586;
2532;Butter;4;3.23;32586;
2532;Potatoes;5;4.27;32586;
2532;Chicken;3;5.18;32586;
2532;Yogurt;4;9.06;32586;
2532;Bananas;1;8.62;32586;
2532;Apples;5;4.68;32586;
2533;Onions;5;6.12;22778;
2533;Coffee;4;8.70;22778;
2533;Yogurt;4;6.96;22778;
2533;Bananas;5;9.24;22778;
2533;Butter;2;1.70;22778;
2533;Sugar;3;6.01;22778;
2533;Bread;4;6.86;22778;
2534;Tea;5;5.70;48669;
2534;Coffee;1;6.93;48669;
2534;Chicken;4;1.71;48669;
2534;Sugar;4;3.80;48669;
2535;Bananas;2;6.13;59761;
2535;Apples;5;2.65;59761;
2535;Oranges;5;9.21;59761;
2536;Cheese;1;3.59;22345;
2536;Pasta;3;6.99;22345;
2536;Butter;4;2.12;22345;
2536;Oranges;4;6.49;22345;
2536;Tomatoes;5;4.30;22345;
2536;Milk;1;4.52;22345;
2536;Potatoes;3;8.97;22345;
2536;Sugar;2;2.15;22345;
2537;Bananas;3;8.69;38000;
2537;Eggs;3;2.78;38000;
2537;Apples;1;3.00;38000;
2537;Oranges;3;2.09;38000;
2538;Potatoes;1;4.01;15231;
2538;Onions;3;7.26;15231;
2538;Chicken;3;9.04;15231;
2538;Tea;2;9.78;15231;
2538;Pasta;1;9.45;15231;
2538;Tomatoes;1;2.06;15231;
2538;Bananas;3;6.00;15231;
2538;Yogurt;5;7.16;15231;
2539;Yogurt;2;8.75;51912;
2539;Apples;1;7.75;51912;
2539;Bananas;3;3.41;51912;
2539;Coffee;3;7.90;51912;
2540;Bread;2;2.47;16909;
2540;Potatoes;3;1.43;16909;
2540;Sugar;1;4.63;16909;
2540;Butter;1;8.64;16909;
2540;Coffee;3;9.15;16909;
2541;Tea;2;1.50;59102;
2541;Cereal;3;4.07;59102;
2541;Bananas;5;5.64;59102;
2541;Milk;1;8.68;59102;
2541;Pasta;1;7.45;59102;
2542;Apples;4;3.65;97906;
2542;Juice;4;3.66;97906;
2542;Chicken;4;8.93;97906;
2542;Tomatoes;3;6.92;97906;
2542;Coffee;1;2.70;97906;
2542;Onions;3;5.79;97906;
2542;Potatoes;4;1.64;97906;
2543;Cheese;3;2.22;88674;
2543;Pasta;3;9.96;88674;
2543;Tomatoes;4;4.43;88674;
2544;Potatoes;3;7.31;44812;
2544;Tea;2;2.84;44812;
2544;Onions;5;5.82;44812;
2544;Yogurt;1;3.70;44812;
2544;Coffee;3;9.70;44812;
2544;Sugar;5;7.35;44812;
2544;Tomatoes;3;3.26;44812;
2544;Cheese;4;7.28;44812;
2545;Tomatoes;2;9.24;99438;
2545;Cheese;5;5.46;99438;
2545;Pasta;4;4.35;99438;
2545;Milk;3;7.00;99438;
2545;Sugar;4;9.44;99438;
2546;Tea;1;7.85;51267;
2546;Coffee;5;6.01;51267;
2546;Onions;2;1.12;51267;
2546;Juice;2;6.60;51267;
2546;Oranges;3;5.12;51267;
2546;Sugar;2;4.49;51267;
2546;Milk;4;2.67;51267;
2547;Yogurt;4;9.28;84236;
2547;Tea;5;5.17;84236;
2547;Chicken;4;3.56;84236;
2547;Potatoes;5;1.68;84236;
2547;Bananas;5;3.67;84236;
2547;Milk;1;4.69;84236;
2547;Tomatoes;3;8.70;84236;
2547;Apples;5;8.41;84236;
2548;Bread;2;6.88;27709;
2548;Oranges;4;1.02;27709;
2548;Milk;2;5.12;27709;
2548;Chicken;5;2.83;27709;
2548;Cereal;2;5.29;27709;
2548;Bananas;4;2.07;27709;
2549;Sugar;3;6.96;26663;
2549;Bananas;3;9.20;26663;
2549;Chicken;1;4.46;26663;
2549;Cereal;1;6.62;26663;
2549;Eggs;4;8.56;26663;
2549;Yogurt;3;1.85;26663;
2549;Onions;1;4.05;26663;
2549;Apples;1;6.03;26663;
2550;Chicken;2;3.97;94512;
2550;Onions;1;1.19;94512;
2550;Potatoes;5;5.99;94512;
2551;Apples;5;3.28;65273;
2551;Milk;3;7.40;65273;
2551;Yogurt;3;9.38;65273;
2551;Bananas;3;9.15;65273;
2552;Oranges;4;6.28;78641;
2552;Onions;2;9.34;78641;
2552;Apples;4;3.19;78641;
2552;Pasta;5;4.28;78641;
2552;Bananas;5;9.84;78641;
2553;Juice;4;2.38;58644;
2553;Tomatoes;5;6.01;58644;
2553;Cereal;3;1.62;58644;
2553;Chicken;3;7.72;58644;
2553;Milk;4;2.75;58644;
2553;Onions;4;9.27;58644;
2553;Potatoes;5;1.36;58644;
2554;Juice;5;1.71;86060;
2554;Chicken;3;4.72;86060;
2554;Tea;2;5.31;86060;
2554;Cereal;3;2.97;86060;
2554;Onions;5;1.36;86060;
2554;Sugar;4;4.35;86060;
2554;Coffee;4;3.50;86060;
2555;Juice;4;7.83;82937;
2555;Sugar;3;5.92;82937;
2555;Cereal;4;1.33;82937;
2555;Bananas;4;6.65;82937;
2555;Apples;5;5.14;82937;
2555;Milk;4;9.91;82937;
2556;Bread;4;9.44;84126;
2556;Coffee;2;1.44;84126;
2556;Sugar;5;9.09;84126;
2557;Eggs;5;8.55;28720;
2557;Onions;3;7.90;28720;
2557;Milk;4;4.36;28720;
2557;Bananas;4;5.40;28720;
2557;Apples;4;7.67;28720;
2557;Yogurt;1;4.20;28720;
2558;Onions;5;7.46;41067;
2558;Potatoes;5;1.53;41067;
2558;Chicken;2;2.13;41067;
2559;Tomatoes;1;6.04;38121;
2559;Onions;4;3.77;38121;
2559;Milk;5;4.92;38121;
2559;Cereal;2;3.76;38121;
2559;Bananas;3;1.26;38121;
2560;Bread;3;3.86;29452;
2560;Bananas;2;4.39;29452;
2560;Milk;2;1.16;29452;
2560;Sugar;1;4.90;29452;
2560;Butter;5;5.61;29452;
2560;Cereal;4;9.80;29452;
2560;Yogurt;4;6.48;29452;
2560;Chicken;3;9.61;29452;
2561;Cereal;2;7.67;96257;
2561;Tomatoes;1;9.14;96257;
2561;Bananas;3;4.08;96257;
2561;Tea;2;9.61;96257;
2561;Potatoes;2;4.96;96257;
2561;Bread;1;6.50;96257;
2561;Milk;1;2.15;96257;
2562;Milk;5;4.22;76009;
2562;Cereal;3;1.44;76009;
2562;Bananas;2;7.53;76009;
2562;Onions;4;9.03;76009;
2563;Onions;5;2.66;76672;
2563;Potatoes;4;9.37;76672;
2563;Tomatoes;4;2.27;76672;
2563;Chicken;2;5.68;76672;
2564;Tomatoes;2;3.64;88324;
2564;Bananas;5;3.03;88324;
2564;Bread;4;9.64;88324;
2564;Sugar;2;7.94;88324;
2564;Coffee;5;2.21;88324;
2564;Butter;3;7.12;88324;
2565;Bread;2;2.88;63634;
2565;Sugar;4;3.03;63634;
2565;Coffee;4;9.77;63634;
2565;Butter;2;7.67;63634;
2566;Milk;1;9.98;47056;
2566;Cereal;2;8.28;47056;
2566;Bananas;1;7.97;47056;
2567;Bread;2;1.33;15975;
2567;Sugar;4;8.76;15975;
2567;Bananas;2;9.23;15975;
2567;Tea;1;9.49;15975;
2567;Coffee;1;7.66;15975;
2568;Onions;1;2.92;14920;
2568;Chicken;1;1.25;14920;
2568;Bananas;2;7.64;14920;
2568;Butter;5;1.52;14920;
2568;Potatoes;5;8.96;14920;
2568;Coffee;2;6.40;14920;
2568;Tomatoes;5;1.86;14920;
2569;Bread;2;1.43;13467;
2569;Sugar;1;4.33;13467;
2569;Coffee;3;3.34;13467;
2570;Oranges;2;7.64;27945;
2570;Tea;5;5.82;27945;
2570;Bananas;4;3.07;27945;
2570;Apples;3;1.41;27945;
2571;Coffee;3;7.95;72411;
2571;Bread;5;7.17;72411;
2571;Sugar;1;5.17;72411;
2572;Bananas;5;5.56;60581;
2572;Milk;5;9.25;60581;
2572;Cereal;2;6.86;60581;
2573;Coffee;1;5.13;10549;
2573;Cheese;3;9.25;10549;
2573;Sugar;4;1.17;10549;
2573;Chicken;5;6.87;10549;
2573;Tea;4;6.22;10549;
2574;Tomatoes;3;8.80;87494;
2574;Butter;3;4.81;87494;
2574;Bread;2;3.69;87494;
2574;Coffee;3;1.03;87494;
2574;Sugar;3;6.71;87494;
2574;Potatoes;3;1.19;87494;
2574;Yogurt;2;7.65;87494;
2575;Juice;3;8.42;38062;
2575;Onions;1;2.78;38062;
2575;Pasta;2;9.34;38062;
2575;Butter;3;1.73;38062;
2575;Tomatoes;2;5.48;38062;
2575;Apples;2;6.09;38062;
2575;Cheese;5;2.94;38062;
2575;Eggs;5;6.69;38062;
2576;Pasta;5;7.87;52458;
2576;Juice;5;7.27;52458;
2576;Tomatoes;5;7.45;52458;
2576;Chicken;5;2.55;52458;
2576;Butter;4;4.00;52458;
2576;Cheese;1;6.32;52458;
2576;Coffee;2;9.44;52458;
2577;Coffee;4;7.76;17255;
2577;Sugar;4;8.92;17255;
2577;Tea;1;2.53;17255;
2577;Apples;1;8.86;17255;
2577;Cheese;4;8.24;17255;
2578;Pasta;5;6.90;22712;
2578;Chicken;1;3.68;22712;
2578;Sugar;4;4.58;22712;
2578;Juice;3;4.93;22712;
2578;Potatoes;5;4.17;22712;
2578;Tomatoes;4;9.16;22712;
2578;Onions;2;6.01;22712;
2579;Apples;1;2.81;44582;
2579;Tomatoes;2;3.99;44582;
2579;Potatoes;1;4.23;44582;
2579;Chicken;3;6.68;44582;
2579;Onions;2;9.79;44582;
2579;Milk;3;7.10;44582;
2579;Sugar;2;1.88;44582;
2580;Cheese;3;7.81;78702;
2580;Tea;3;5.74;78702;
2580;Bananas;5;3.62;78702;
2580;Yogurt;5;2.15;78702;
2580;Butter;4;7.24;78702;
2580;Tomatoes;1;3.63;78702;
2580;Pasta;4;9.46;78702;
2580;Oranges;4;8.88;78702;
2581;Oranges;2;1.84;69101;
2581;Tea;3;2.41;69101;
2581;Tomatoes;4;8.86;69101;
2581;Milk;1;8.97;69101;
2581;Apples;3;5.27;69101;
2581;Cereal;4;7.46;69101;
2581;Bananas;3;8.51;69101;
2582;Bananas;1;9.86;75236;
2582;Eggs;1;7.00;75236;
2582;Tea;2;5.75;75236;
2582;Pasta;2;4.36;75236;
2582;Milk;1;6.03;75236;
2582;Juice;5;2.95;75236;
2582;Cereal;5;3.24;75236;
2582;Onions;3;9.22;75236;
2583;Sugar;1;4.53;25722;
2583;Yogurt;2;9.58;25722;
2583;Chicken;2;1.86;25722;
2583;Butter;2;6.23;25722;
2583;Coffee;5;1.92;25722;
2583;Bread;2;6.26;25722;
2584;Bananas;3;8.76;14248;
2584;Tea;5;4.51;14248;
2584;Butter;5;5.49;14248;
2584;Apples;5;6.51;14248;
2584;Oranges;4;8.77;14248;
2585;Tea;2;8.88;71233;
2585;Milk;5;3.95;71233;
2585;Coffee;3;5.89;71233;
2585;Sugar;1;2.34;71233;
2585;Cheese;1;1.48;71233;
2585;Yogurt;2;3.25;71233;
2586;Cereal;3;4.16;30246;
2586;Bananas;4;7.51;30246;
2586;Oranges;2;1.97;30246;
2586;Tomatoes;1;2.89;30246;
2586;Apples;4;4.45;30246;
2586;Tea;1;2.98;30246;
2587;Potatoes;3;3.58;28075;
2587;Oranges;2;1.04;28075;
2587;Bananas;2;8.61;28075;
2587;Tomatoes;5;9.58;28075;
2587;Sugar;5;8.87;28075;
2587;Butter;4;1.80;28075;
2587;Cheese;2;5.89;28075;
2587;Apples;5;3.53;28075;
2588;Bananas;5;7.90;71700;
2588;Chicken;1;5.05;71700;
2588;Onions;3;6.89;71700;
2588;Potatoes;2;3.16;71700;
2588;Oranges;2;9.76;71700;
2588;Tomatoes;3;2.96;71700;
2589;Butter;2;1.03;33981;
2589;Sugar;3;6.51;33981;
2589;Tomatoes;5;3.63;33981;
2589;Tea;1;9.77;33981;
2589;Onions;1;5.77;33981;
2589;Coffee;1;2.94;33981;
2589;Bananas;5;5.14;33981;
2590;Apples;5;5.77;90875;
2590;Yogurt;5;1.31;90875;
2590;Bananas;4;6.07;90875;
2590;Juice;2;5.04;90875;
2590;Chicken;2;5.56;90875;
2591;Bread;3;2.68;52099;
2591;Coffee;1;1.88;52099;
2591;Sugar;5;5.44;52099;
2592;Cheese;3;1.77;55923;
2592;Oranges;3;6.62;55923;
2592;Apples;1;1.46;55923;
2592;Bananas;2;6.76;55923;
2592;Chicken;2;1.57;55923;
2593;Onions;5;2.10;55767;
2593;Cheese;1;9.83;55767;
2593;Apples;1;7.31;55767;
2593;Pasta;3;7.57;55767;
2593;Tomatoes;2;5.42;55767;
2593;Eggs;5;3.15;55767;
2594;Bananas;4;2.47;84379;
2594;Yogurt;2;6.22;84379;
2594;Apples;5;6.51;84379;
2595;Bread;1;4.67;92134;
2595;Butter;3;7.46;92134;
2595;Sugar;4;2.49;92134;
2596;Tomatoes;2;1.28;22823;
2596;Potatoes;5;8.60;22823;
2596;Tea;3;4.97;22823;
2596;Eggs;1;3.19;22823;
2596;Onions;2;8.34;22823;
2596;Chicken;5;7.75;22823;
2597;Cheese;4;3.32;63089;
2597;Milk;2;8.84;63089;
2597;Coffee;5;4.09;63089;
2597;Cereal;4;2.75;63089;
2597;Butter;3;7.86;63089;
2597;Bananas;4;9.04;63089;
2598;Bananas;1;3.19;11215;
2598;Potatoes;3;9.76;11215;
2598;Milk;3;1.64;11215;
2598;Cheese;3;9.01;11215;
2598;Cereal;3;2.24;11215;
2599;Coffee;5;6.26;96320;
2599;Bread;5;5.18;96320;
2599;Cheese;5;1.16;96320;
2599;Cereal;4;3.79;96320;
2599;Tea;2;6.81;96320;
2599;Sugar;5;9.93;96320;
2599;Eggs;1;3.03;96320;
2599;Butter;2;3.80;96320;
2600;Bread;1;2.75;11866;
2600;Coffee;2;3.27;11866;
2600;Butter;2;3.50;11866;
2600;Sugar;4;7.66;11866;
2601;Bananas;4;5.41;24312;
2601;Juice;1;7.83;24312;
2601;Sugar;3;6.83;24312;
2601;Apples;3;8.25;24312;
2601;Eggs;2;5.11;24312;
2601;Tea;4;2.85;24312;
2601;Potatoes;4;9.02;24312;
2601;Oranges;5;5.41;24312;
2602;Bread;3;6.36;27398;
2602;Bananas;3;9.22;27398;
2602;Chicken;2;5.39;27398;
2602;Sugar;4;1.11;27398;
2602;Cereal;1;9.93;27398;
2602;Eggs;5;2.34;27398;
2602;Butter;2;2.01;27398;
2602;Coffee;5;9.85;27398;
2603;Tomatoes;1;9.66;18022;
2603;Yogurt;4;7.72;18022;
2603;Potatoes;5;5.90;18022;
2603;Chicken;2;2.70;18022;
2603;Onions;3;1.39;18022;
2603;Butter;4;3.45;18022;
2604;Oranges;4;1.89;75416;
2604;Tea;3;9.32;75416;
2604;Cheese;1;8.32;75416;
2604;Tomatoes;4;5.35;75416;
2604;Pasta;1;9.21;75416;
2605;Bread;1;7.82;38816;
2605;Bananas;4;1.56;38816;
2605;Coffee;5;6.87;38816;
2605;Apples;1;1.76;38816;
2605;Oranges;3;4.15;38816;
2605;Butter;5;6.60;38816;
